dbmdz/bert-base-italian-cased;1;dev;0.9858078602620087
dbmdz/bert-base-italian-cased;2;dev;0.9857238831037958
dbmdz/bert-base-italian-cased;3;dev;0.9858078602620087
dbmdz/bert-base-italian-cased;4;dev;0.9862277460530736
dbmdz/bert-base-italian-cased;5;dev;0.9863957003694995
dbmdz/bert-base-italian-cased;1;test;0.986272439281943
dbmdz/bert-base-italian-cased;2;test;0.986272439281943
dbmdz/bert-base-italian-cased;3;test;0.9859844484976481
dbmdz/bert-base-italian-cased;4;test;0.9856964577133531
dbmdz/bert-base-italian-cased;5;test;0.985024479216665
dbmdz/bert-base-italian-uncased;1;dev;0.9829526368827679
dbmdz/bert-base-italian-uncased;2;dev;0.9818609338259994
dbmdz/bert-base-italian-uncased;3;dev;0.9823647967752771
dbmdz/bert-base-italian-uncased;4;dev;0.9823647967752771
dbmdz/bert-base-italian-uncased;5;dev;0.9819449109842123
dbmdz/bert-base-italian-uncased;1;test;0.9832965345108956
dbmdz/bert-base-italian-uncased;2;test;0.9829125467985025
dbmdz/bert-base-italian-uncased;3;test;0.982144571373716
dbmdz/bert-base-italian-uncased;4;test;0.9822405683018144
dbmdz/bert-base-italian-uncased;5;test;0.9812805990208313
dbmdz/bert-base-italian-xxl-cased;1;dev;0.9868995633187773
dbmdz/bert-base-italian-xxl-cased;2;dev;0.9869835404769902
dbmdz/bert-base-italian-xxl-cased;3;dev;0.9872354719516292
dbmdz/bert-base-italian-xxl-cased;4;dev;0.9868155861605643
dbmdz/bert-base-italian-xxl-cased;5;dev;0.9866476318441384
dbmdz/bert-base-italian-xxl-cased;1;test;0.9859844484976481
dbmdz/bert-base-italian-xxl-cased;2;test;0.9856004607852549
dbmdz/bert-base-italian-xxl-cased;3;test;0.9859844484976481
dbmdz/bert-base-italian-xxl-cased;4;test;0.9864644331381396
dbmdz/bert-base-italian-xxl-cased;5;test;0.985024479216665